	reply_text
3512	that is why you were not given his name, so that he could skip town.
3513	I understand his reluctance have his family around the violence, but they should know where he went.
3514	Watch this girl lie through her teeth at :47
3515	and you're basing your assessment on what? Her statement seems to match other witnesses.
3516	( :'Darren Wilson, . (cop) who shot reportedly skipped town with his family days ago.'
3517	lausible that the aided+abetted Wilson in fleeing. PSYCHOLOGICAL TESTS for cops should be mandatory.
3518	lease take no offense to my analogy. is like something from 'Deliverance.
3519	Remarkably, The Best Literary Novel First/Sentence/Like Tweet Ever
3520	probably the best idea
3521	
3522	
3523	can find him either under a white cone hat or a koch bed!
3524	know surprise there.
3525	LOL!
3526	"What's that they say? ""If he's not guilty, then why did he run?!"""
3527	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3528	PIC RT: “: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3529	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3530	""": Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”"
3531	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3532	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ” Schaut genau hin!
3533	Deep RT Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson
3534	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ” Liberi!
3535	Reféns sendo liberados RT : Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3536	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ” second terrorist dead
3537	Oh those poor people, so glad they were freed.
3538	"RT "": Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”"
3539	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3540	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3541	: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson
3542	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson
3543	“: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3544	MOOI. “: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson ”
3545	- At least five hostages in Paris kosher supermarket: (AFP)
3546	It's time West make formal declaration of war vs Islamic Terrorists but is there country with courage do so?
3547	“: - At least five hostages in Paris kosher supermarket: (AFP) ”
3548	is this all part of a plan .. a spread of attacks by different associates to cause maximum confusion ..playing hostages . Max PR?
3549	Ok yes but why the outrage..police are human too &amp; make wrong decisions..what about when they get shot just protecting us!
3550	Hey on top of bein selfadmitted idiot : ) Yer also Retarted LOL + their Thugs
3551	you would be blown away by the swedish police then…
3552	Speak to them Moby, tell em!!!
3553	"fucked up police. ""Police""."
3554	Thanks for clearing that up. I was really confused about that.
3555	. a lbs aggressive young man might get shot if he attacks a cop.
3556	So what? The police still have to work within the confines of the law even if others do not.
3557	police are humans too and when confronted with that situation no training is perfect to predict a response
3558	not even if he IS stealing.
3559	“: to be clear: an unarmed teenager. I guess you were witness to the altercation between the cop &amp; the suspect if not shut it
3560	no but it shows this person's character and his disregard for the law and law enforcement this fact is highly relevant here.
3561	Yes but it does warrant being shot to death by the store owner. Its called Karma. Guy has a rap sheet as long as your arm
3562	agreed. Being shot for possibly stealing cigars isn't karma, it's excessive force that doesn't match the crime.
3563	Thank goodness for this: RT Charlie Hebdo gunmen's hostage freed and safe after police assault
3564	“: gunmen's hostage freed and safe after police assault” Hoping this is accurate.
3565	If so that hostage will be the person best able to give an insight into the attack, if the suspects were responsible...
3566	“: Charlie Hebdo gunmen's hostage freed and safe after police assault” Yes French police
3567	thanks GOD !
3568	aw
3569	and Charlie Hebdo's gunmen are dead!!
3570	Callum I'm so happy I was so scared!! Thanks for the support
3571	i am so fucking effraid now
3572	So happy for him.
3573	
3574	BREAKING: Charlie Hebdo gunmen's hostage freed and safe after police assault via
3575	: Charlie Hebdo gunmen's hostage freed and safe after police assault
3576	Charlie Hebdo gunmen's hostage freed and safe after police assault
3577	“: Charlie Hebdo gunmen's hostage freed and safe after police assault” Thank God
3578	AU GOV and Tony Abbott is responsible for this mess!! AU Gov created the 'Rebels' Frankenstein in Syria!!
3579	"Urgh, the amount of lies that have come out of Abbott's mouth, his words of ""comfort"" mean nothing to us!"
3580	I think you know the answer to that one.
3581	My column: FERGUSON: OBAMA KICKS NIN IN THE ASS:
3582	Ferguson Missouri, obvs.
3583	. this goes against everything i have seen on law and order!!!! MY FAITH IN THE WHOLE SYSTEM IS SHAKEN NOW!
3584	Vacationing on the Bundy Ranch, I’d imagine.
3585	A. In a white privilege world
3586	same one where ppl r Rioting and that are making death threats to him
3587	In a world where you have to convince everyone where the community is comprised of crazed animals and unsafe.
3588	Well maybe a world where you know where he lives &amp;works. Same world where ppl RIOT over a man who was shot after a robbery
3589	Brilliant! Lets arrest the entire police force for aiding and abetting.
3590	She has a valid concern. You offer a grossly exaggerated red herring in order too...?
3591	in Egypt, they killed 's and still free
3592	. In a world where white cops who murder shoplifting kids are free of responsibility for their actions.
3593	When is the police chief being relieved? He allowed the alleged cop who killed leave town!
3594	In the U.S.A. world.
3595	When you place him in the Whiteness Protection Program.
3596	in a valid world like ours. Where criminals are victims...
3597	: New Hashtag
3598	One in which you've already decided to let them get away with it. He's on paid vaca.
3599	I said the exact same thing! Lady told me officer was prob. checking in. HAHAHAHAHAHAHAHAHA!
3600	all the way from Pakistan
3601	thanks so much for sharing. Just added it here:
3602	. I can also confirm he will not be playing in Rankin Inlet, NU either
3603	lol.
3604	good
3605	Of course not. I can't make it tonight. But Saturday.....
3606	O(+&gt;
3607	WTW?! : Prince not playing Massey Hall tonight, promoter says ”
3608	athenaph what tease!!! RT : Prince not playing Massey Hall tonight, promoter says
3609	And, ... ? When asked Live Nation why no one made this clarification or hours earlier?
3610	“: Prince not playing Massey Hall tonight, promoter says ” good. I was feeling bitter.
3611	If we know the name of the maniac, but not the name of its victim, we are failing... failing... utterly.
3612	R.I.P my condolences to his family
3613	So sorry for him &amp; his FAMILY.
3614	So very sad. Thoughts and prayers for his wife, young son and family that are grieving at this sad, sad time.
3615	RIP Brother!!
3616	you guys had the slowest report commentary in the world. Worst coverage of such a important part in our history
3617	Why was this mongrel on bail?
3618	“: BREAKIN freed hostage borne high from w/c.4 paramedic teams on the scene
3619	“: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: ”
3620	Locate more photo here!
3621	For fucks sake get your act together Paris. What are you guys doing?
3622	They're really hungry.
3623	Of course Jews get dragged into this “: MORE: France: Shooting, hostage-taking at kosher market in Paris: ”
3624	GET YOUR FUCKING SHIT TOGETHER FRANCE
3625	“: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: ”
3626	Good morning everyone! - “: Shooting, hostage-taking at kosher market in Paris; several reported wounded: ”
3627	“: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: ”
3628	“: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: ”
3629	Breaking News: Shooting, hostage-taking at kosher market in Paris; several reported wounded:
3630	Pray for hostages RT : Shooting, hostage-taking at kosher market in Paris; several reported wounded:
3631	israel needs to send planes and start taking the Jews out of France
3632	“: Pray for hostages RT : Shooting, hostage-taking at kosher market in Paris; several reported wounded: ”
3633	&gt; Kinda endless rampage n killing spree which occured in front the nose of naives government. The damage hv been done !
3634	“: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: ” this makes me sick
3635	“: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded: ” oh my.
3636	“: MORE: : Shooting, hostage-taking at kosher market in Paris; several reported wounded: ”
3637	: MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded:
3638	have they shot them
3639	does it mean the hostage crisis is over ?
3640	I am so sorry for him, his family and friends. May his memory be a blessing.
3641	Effed-up for so many reasons.
3642	A hero's life cut short by a coward while standing by our symbol of freedom. Condolences to his family and CF.
3643	May he rest in peace.
3644	Prayers &amp; hugs to his family.
3645	Rest in Peace, Cpl Cirillo. Prayers for his famil.
3646	“: : Soldier killed at war memorial identified as Cpl. Nathan Cirillo ”
3647	Heartbreaking!
3648	Rest In Peace Soldier and God Bless You.
3649	May His Soul Rest in Peace!
3650	Dear People I see on the news with your phones out taking pics - PLEASE get off the streets and take cover!!
3651	“: More shots fired just off Parliament Hill. Police telling everyone to take cover.” WTF is wrong with the world?!
3652	“: More shots fired just off Parliament Hill. Police telling everyone to take cover.” Scary... Keep safe everyone
3653	“: More shots fired just off Parliament Hill. Police telling everyone to take cover.” What the fuck
3654	“: More shots fired just off Parliament Hill. Police telling everyone to take cover.”
3655	Canadians will be vigilant and strong. We won't be 'bullied' and intimidated.
3656	we are with you! 🇺🇸
3657	Stay safe up there.
3658	Like most good citizens, I'm awfully fed up with gun violence in both Canada and the USA. Senseless and brutal.
3659	How can you shoot the guard at a war memorial.
3660	Added to what happened in Quebec on Monday, the people who protect our nations need our full support.
3661	Yes they do.
3662	“: More shots fired just off Parliament Hill. Police telling everyone to take cover.” Oh my goodness
3663	my god, sending prayers. Has he been shot dead I just read on Twitter
3664	",854,082 square mile gun-free zone... | MT ""More shots fired just off Parliament Hill..."""
3665	psst. Guns aren't banned in Canada.
3666	until there's a terrorist attack on a legal shooting range they may as well be.
3667	: More shots fired just off Parliament Hill. Police telling everyone to take cover.
3668	: passenger plane crashes in French Alps with onboard
3669	RT : passenger plane crashes in French Alps with onboard
3670	“: passenger plane crashes in French Alps with onboard ” !!
3671	“: passenger plane crashes in French Alps with onboard ” sad sad day
3672	Tragedy strikes again RT “: passenger plane crashes in French Alps with onboard ”
3673	terrible situation...Let's pray to God to take control!
3674	Praying for the families and friends of those involved in crash. I'm so sorry for your loss.
3675	damn, thats the airlines i normally use when going Germany bro.
3676	Ohhh man, terrible news for all the victims' families!
3677	was the co-pilot Christian - since no ones calling this a terrorist act!
3678	yes indeed .
3679	that's suspicious!
3680	doesn't mention if it's the co-pilot in the report.
3681	Suicide mission? That's crazy stuff.
3682	This sounds like pilot suicide.
3683	My thought too! Question is then if his motives where his own or something else?
3684	all reports say
3685	“: Up to held hostage in Sydney Lindt Cafe siege - wonder if they'll get paid overtime
3686	“: Up to held hostage in Sydney Lindt Cafe siege ” Oh. My. God. I am SICK!
3687	“: Up to held hostage in Sydney Lindt Cafe siege ”
3688	Religion is nothing but harmful to society.
3689	at least they've got good chocolate
3690	You cunt.
3691	you are an insensitive idiot!
3692	oh god !!!!
3693	
3694	“: Up to held hostage in Sydney Lindt Cafe siege ”
3695	Get the terrorists families, take them to the cafe. Surrender or your families will be shot in front of you. Eye for an eye.
3696	Can we take the gloves off and go over and kill these ISIS bastards before they cause any more trouble?
3697	What the Hell?!“: Up to held hostage in Sydney Lindt Cafe siege ”
3698	“: Up to held hostage in Sydney Lindt Cafe siege ”
3699	"Sick. "": Up to held hostage in Sydney Lindt Cafe siege ”"
3700	May god grant them their wish. Hopefully slowly and painfully.
3701	die like cowards
3702	Why are they running? Coward.!
3703	'As dogs'
3704	don't kill them! If they get killed i wana see their faces! Don't want another Bin laden incident, do we!
3705	dying in the business of killing people is the basis for martydom?
3706	they will not die as martys - they will die as the dogs that they are. Only hellfire will await them.
3707	Dogs are waaaaay better than these bastards
3708	ERTE shooting suspects tell police they 'prepared to die as martyrs' -
3709	then kill these bastards
3710	": attack suspects tell police,""prepared to die as martyrs""—French media"
3711	Via
3712	who gave them thinking of martyr? Those continually hurting Muslims by their irrespective behavior for Messenger of God.
3713	Try and arrest them first so they can be put in jail to rot. A much better end for them. They'll end up as homosexual.
3714	then make it so
3715	to hostages?!?
3716	pray , usually it's help allot before everyone will go straight to haven.Flag is comon bulshit about Muhammad etc.
3717	because they gives us idea to create jobs: starting from now everybody well be scaned before get in any coffee shop in CA
3718	Video manipulation takes time. RT : If there is surveillance of a robbery why release stills and not the video itself?
3719	why is that even relevant?!
3720	“ Video manipulation takes time. RT If there's surveillance of a robbery why release stills &amp; not video? .”
3721	Where is the video from the cellphone taken from one of the witnesses who saw Brown shot and killed?
3722	It doesn't matter. The cop shouldn't have killed him. Also, I'd like to see the damn injuries the wussy cop had.
3723	Because it shows Brown negatively. The real issue is: Why did a cop shoot and kill an unarmed man, hands up?
3724	That's what you got from those looks like some1 pushing an old lady around.... no?
3725	is that even him in the stills?
3726	look at the shoes
3727	doesn't justify him getting shot several times.
3728	got me all wrong the robbery suspect is wearing sandals but michael is wearing tennis shoes- few mins later
3729	they did release the video..up to the journalists to post them
3730	It's easier to manipulate pictures than a video.
3731	To not telegraph their court case “: If there is surveillance of a robbery why release stills and not video itself? ”
3732	maybe they will do like and cut out frames
3733	Photo shows attackers are at least trained &amp; possibly eerienced with combat weapons. More tracking needed of overseas fighters.
3734	. Won't happen. Dover checks are focused mainly on de-worming treatments for dogs.
3735	"Sickening "": confirmed dead, Francois Hollande to visit scene of attack: ”"
3736	Wild West Politics: Western Europe is suffering from its internal contradictions; welcome to the tribal politics of the future.
3737	Hi this is the photo of our journalist please credit him at least.
3738	“: Hi this is the photo of our journalist please credit him at least.” lol business .. Encore et encore
3739	"Je disais quoi ? Smh.. RT "": Hi this is the photo of our journalist please credit him at least."""
3740	"indeed, this is called ""courtesy"" (thing often unknown by british papers)"
3741	lol nd u lot wanted to go paris to get our headgears ripped off
3742	nah not even on that man, habibi marseille
3743	. Well, are noting that whoever fired those bullets knew how to fire the gun properly. PN office dead?
3744	"""Ottawa Police report a third shooting at Rideau Centre, no reports of injuries."" Hoping everyone stays safe &lt;3"
3745	“: Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.” Wtf is happening
3746	your news coverage is all over the place and making it sound like there are hundreds of shootings happening. Please be carful.
3747	near, NEAR the Rideau Centre
3748	Hope we will not to hear this kind of news once again!
3749	how many 'nazis' did leebowitz kill ?
3750	A tragedy for the families and friends of the plane travelers and workers! Despite news, may at least some of them could survive?
3751	my support for families
3752	Lets wait for NTSB to tell us why it happened. I hope its not terrorism.
3753	I recorded this today thinking about all those lost spirits May they Rest Easy -
3754	A White European terrorist did a white wing suicide terrorist attack
3755	So sad to know that it was a deliberate suicide
3756	difficult times for the families involved what a loss
3757	:thank you for putting me on the TB list.
3758	sorrow is not the emotion one should have at this stage. maybe afterwards. right now, it's appropriate to be filled w rage
3759	is it just a coincidence that kosher market thing or a missibg part of the picture ?
3760	really sad. Ever seen fotos of gaza babies ? All babies r equal i suppose
3761	u r among the only journalists saying kosher market &amp; not calling it something generic. If it's kosher it was targeted. Thx
3762	Hashtag shows lots of journalists are referring to it as a kosher supermarket.
3763	that's my mistake. Thanks!
3764	No problem! Wish it weren't such a horrible situation.
3765	: An -month old baby is among the hostages at the Kosher supermarket in
3766	*Mutes Universe*
3767	The pause button is broken and there is no rewind function. It's terrifying when you think about it.
3768	can i borrow your universal mute button?
3769	It's that kind of day. The kind where you want to go back to bed with some fiction to distract.
3770	Or the day you wonder why you didn't just study creative writing and adopt some nice cats in Vermont.... or something.
3771	I could become a novelist and live in the woods of northern Maine...with no internet. And ditto cat(s)
3772	rather than being a 'lone-wolf copy-cat' the fact the attacker is so well-armed points to a far more worrying escalation.
3773	it's a dialogue isn't it? please don't take my comment as attacking. i am not sad.. yet. im stark raving mad.
3774	rumors say hostages are women and childrens---
3775	I think it's injured. I can't believe this is happening. I've also heard people have died
3776	oh my god
3777	both dead angus injured
3778	I'm fucking traumatized
3779	thank god its over, they're finally safe, although some are wounded. what a terrifying thing to be put through
3780	THANK GAWD IT'S OVER
3781	The of us are watching this unfold, I'm shaking, My heart goes out to the hostages and their families.
3782	
3783	watching it live!
3784	
3785	
3786	Angus!! They havent said anything about the gunman??
3787	THATS THE LADY FROM THE VIDEO
3788	omfg it is
3789	I DIDNT WATCH THE VIDEO I WAS TOO SCARED WHAT HAPPENED
3790	people escaping and it's all over mow
3791	so thankful everyone's safe it's been a long day
3792	thank god they're all safe now. some wounded, but still safe.
3793	
3794	good!!!
3795	live news just reported cops yelling at people to run. Must be a third shooter!
3796	Shocking... Earlier they had a segment on TV asking if black America would do anything to stop the looting in Ferguson
3797	Their cameras can't focus on brown people.
3798	Imagine if Ferguson folks were strutting around with AR's. Think Perry&amp;Hannity would be hunkered down in solidarity?
3799	Isn't this the truth!
3800	. It's the lack of property damage. On Fox, it's property&gteople
3801	They don't want their hillbilly viewers to start thinking that the race war has finally started... yet.
3802	assholes on FOXNEWS are a major reason why stupid cops don't give a damn about d life of young black kids
3803	Na, it's too many black people for to care
3804	"get some ""don't tread on me"" flags and fox will go"
3805	"Thanks going where many of us don't care to wonder ️. No surprises, but really no articles ""he ran at my car really fast."""
3806	would need to be shot in for to cover it
3807	FOX HAS BECOME A REPUBLICAN POLITICIANS INFOMERCIAL,&amp; ISN'T REALLY INTERESTED IN REAL NEWS,BOYCOTT !
3808	Nicely played, sir!
3809	or be white. Or old and white. Or an old, rich and white Senator.
3810	they have already f'd themselves..all the accounts of what happened.. will come to light..
3811	or no missing pretty blonde white girl.
3812	“: Currently the website has zero/........as the three wise monkeys commented 'see no evil hear no evil speak no evil
3813	I remember the same type of coverage when we invaded Iraq. Boots on the ground? Cont...
3814	My column: AN EXECUTION IN FERGUSON:
3815	Your tweet really makes this page stronger:
3816	won't release the name of the cop who did the shooting &amp; have not spoke to the witnesses..
3817	Buying Time to Protect a Racist..Murdering Cop..
3818	I know that's right..hoping to god captured on phone +hasn't came forward -yet..(video/shooting)
3819	If we don't Jail these Rogue..Racist Cops they won't Stop Killing young Unarmed Black Men..
3820	I was raised by a hater; + knew very wrong-always.But it baffles me w in creation y ppl hate rt race..
3821	and
3822	Boots on the ground? Who cares! We need more coverage of Brittney Spears' blobs!
3823	Good to know but exactly what is to be eected.
3824	you have the right to remain silent but isn't that how we ended up here?
3825	so tragic!
3826	
3827	Too busy bitching about POTUS for sure
3828	Strong Armed Robbery ain't a misdemeanor &amp; supplies a motive for fighting w/the cop. And, yeah, I'm an asshole.
3829	. Damn right you're an asshole! Since when is shooting an UNARMED TEENAGER ok? Only racists find it acceptable.
3830	"""might"" does not even constitute evidenciary support for ANY criminal charges."
3831	attacking an officer is no a misdemeanor ....
3832	Hey look, it's a fucking racist! BLOCK, you son of a bitch.
3833	If you don't think there is clear motive in fighting or fleeing from police after robbery, you are a fucking moron.
3834	". This ""fucking moron"" has an IQ of &amp; admission to med school, but you are DEFINITELY a fucking racist."
3835	You've confirmed. Only the true idiots try to brag about their IQ on social media and believe admission equals intelligence.
3836	ugh my heart goes out. And southerners in the us want to be able to pack heat in church, at the library, etc. Idiots
3837	showed footage of shooting inside parliament : I found it quite disturbing
3838	Bloody hell! That was my hang out in Ottawa years ago! This smacks of Harper's foreign policy payback
3839	RIP Nathan.
3840	This world is seriously going to hell in a hand cart. I'm entirely fed up with innocent bystanders being senselessly killed.
3841	Soldiers aren't innocent They are the complete opposite
3842	That doesn't sound incredibly cryptic........
3843	RIP
3844	This is very sad. I just wish that the was a better place
3845	Very sad day for his family friends and Canada. Rest in peace.
3846	Yes it is.
3847	heartbreaking!
3848	this is the real tragedy. Lovely young man doing the right thing brought down by cowardly terrorists. Shameful.
3849	Prayers for his family
3850	Heartbreaking for and Canada. “: Soldier killed in Canada shooting was a young reservist with a son
3851	RIP : Soldier killed in Canada shooting was a young reservist w/a six-year-old son
3852	It is sad to see this news. However, at least he leaves a son who will honor him. Many soldiers die without children.
3853	If IS employed US NATO tactics they would have killed his son too And blamed his father for his death
3854	Sad. Soldier killed in Canada shooting was a young reservist with a yr old son ”
3855	Fuck Islam.
3856	RIP Nathan,, we love you
3857	So sad for my great nation. I am speechless!
3858	Travel well brave soul.
3859	the price we pay for allowing Muslim th Columns to roam freely in the West. Enough.
3860	key word: create...if that were true, that could've been released Sunday...smh
3861	CRAZY
3862	VERY SLICK PASTOR!
3863	We need b careful of jumping conclusions. Waiting to see this videotape.
3864	of course because they want to try and make black people look as bad as possible and worth them killing.
3865	Come on now.......
3866	"So they shot him times because he was a ""suspect""? Still doesn't make any sense."
3867	"I thought Mike Brown was ""struggling"" for the cops gun? Total lies by police chief"
3868	he knew what he was doing. Smh!
3869	Chief should go to Hollywood &amp; write suspense thrillers!
3870	"Yeah...I caught that too. ""VERY SLICK"" Seeing the framing of the lie starting now!"
3871	he just admitted on national TV that Michael Brown was racially profiled
3872	he was racially profiled because he fit the description of a strong arm robber?
3873	I am in a line up. It is going down Victoria Street to Queen.
3874	"Do you mean the artist formerly known as ""Strange Symbol""?"
3875	hope not
3876	yep, don't as me how I know, but yep
3877	a suprise concert on Vancouver would be cool
3878	why are there no police ??
3879	I was there before the police were
3880	Hi Peter, this is Marta, reporter from Demotix. Did you take the photo? Would be ok for us to use? Can you send it? thanks
3881	I would like to be paid for it, on account of being a journalist.
3882	could you email me please to subeditors.com and I'll elain better, thx
3883	...seriously?! You're trying to profit from this? Think about it...
3884	wow. Prayers for the soldier.
3885	I'm a Photo Editor ABC- Would you be willing to share this with all ABC News platforms and with partners if we credit?
3886	Yeah, sure. Please credit me though.
3887	Will do! Would you Prefer your name or your handle?
3888	Will both fit on the lower thirds? I would appreciate name, then handle.
3889	Yep, I can add both for sure. Thank you!
3890	so.. Instead of helping you took a picture for profit?
3891	I agree Tyler, have some respect.That man shot is servicing your country and all you want to do is snap a pic.Pity you!
3892	do you think I shouldn't have used social media to warn people? What should I have done?
3893	I have no issue with warning people whatsoever. But to take a photo, please!
3894	the photo does not show the soldier. It shows the response. Brave bystanders trying to save him
3895	my main issue was the picture. Heard your reporting on cnn thought you did a good job. Continue to be safe.
3896	You have a phone! Did you call for help? Nope. I took pics to sell and tweeted that I'm on CNN and ABC.
3897	Fuck you idiot
3898	stay safe. Hope you're never in the same situation.
3899	well said
3900	don't have to give cpr. Other ways to help. But yeah keep looking for profit. Great professionalism.
3901	"""professional, adjective: engaged in a specified activity as one's main paid occupation rather than as a pastime"""
3902	so yeah, eecting to get paid for doing his job seems pretty professional to me
3903	photography is his job? My whole issue was a man needed help. There are ways to help if you don't know cpr
3904	I didn't realize you were on the scene and could verify that he could have saved the life of the guy shot four times.
3905	Getting the word out about an active shooter situation seems pretty helpful, but please, tell us what you'd have done.
3906	we won't agree on this and that's okay. If you're in Ottawa stay safe.
3907	Call ? Signal for help? Keep an eye out for the rescuers? Simply ask the people if there's anything he can do?
3908	You don't have any evidence that he didn't do any of these things in addition to taking a picture, but you accuse away.
3909	Way to care for people.
3910	yeah posting information about an evolving shooter situation is less worthwhile than an untrained journalist performing CPR
3911	Reports of gunshots unconfirmed RT : Only photo I will tweet. CPR being performed on the soldier
3912	thank you for posting. It may just be hard to tell in the picture but bystanders look quite calm considering gunfire in area.
3913	Who the hell would shoot a protector of our freedoms, not a Canadian I hope !
3914	Freedom of the press my ass
3915	that's from last night. Not tonight.
3916	Is Ferguson joining Russia and China communist style of governance. The cops are calling the protesters animals.
3917	is this photo from last night?? Please clarify because you are using present tense.
3918	man these guys are such boneheads!!
3919	Why am I reminded of Tienanmen Square.
3920	what the fuck
3921	And FAA has declared a no-fly zone.
3922	~&gt; Gaza. Iraq. Soon they will burst into our homes, rape our babies, and force mothers to watch.
3923	cop shoots unarmed black man, citizens start looting and burning the community.is it me or does this not make any sense.
3924	Chef is on board
3925	These pigs need to be taken down!
3926	Yeah Land of the Free My A%&amp;
3927	And this isn't tyranny because ...?? Beuller??
3928	Source of info?
3929	Andreas Lubitz FB profile removed
3930	where did you hear that?
3931	U haven't sent Queen Bee Burley to France have u,if so it's only a matter of time be4 she comes out with a classic
3932	which means the phsyco is ruthless and will shoot all. Attack is best defence.
3933	Why would someone leave their ID-card? Thereafter allegedly seen at a gas station. Now hostage sit. Reports of
3934	a rd shooting at present Divert Operatons?
3935	Why state kosher grocery? You, nor any other news agency say Christian grocery if it would of been the case
3936	: AFP says gunman who has taken a hostage at kosher supermarket in Paris
3937	Presume they wanted a . So much for martyrdom. Why a kosher deli particularly?
3938	Doesnt sound like he has thought this one through
3939	looks like a deliberate attempt to split the French police action an cause confusion.
3940	Does he have a script to take away more freedoms.
3941	really sad situation
3942	Hunted Down, excellent police work, hope the other two follow soon
3943	Great post! Why Not post on Proximity Based Travel Network?
3944	did one of them drop his shoe? Surely catch those cunts
3945	
3946	bastards
3947	Just kill them.
3948	not men, not human, these are Zealots, the same beasts Mosses used in the murder of scores of ten when back from the mountain.
3949	maybe they should stop funding terrorists in Syria, Lybia etc. it blows back all the time. Remember Afghanistan in 's
3950	right one is inside the car
3951	this is mossad
3952	s of muslims russian ukranian &amp; africans die each day europeans dont care , why the world is so concerned with french death
3953	just my cents but URGENT is really not the best translation for СРОЧНО. just write “BREAKING” and we’d all be better off
3954	french death is not even worth discussing or spoken about compared to s which are killed by USA &amp; NATO bombing on daily basis
3955	OK Drills Since Where = Actual Terrorist Elosion
3956	All in the name of oil.
3957	Sickening. Frenchmen must demand and election and voted FN to get those swine out of their country. This is a MUSLIM problem.
3958	Islam does not condone such swine behavior or violence in anyway shape or form. Its a psychiatric problem,!
3959	When will Canadians wake up and realize this war on the Islamist rapist slavers is no game, no joke. Arrest them NOW !!!
3960	if reacts same as his home break in he will want full on Armed Forces assault on ISIS.
3961	""": One person shot outside Centre Block, nd wounded inside the building in Parliament Hill shooting "" &gt;"
3962	Hey Tim was up
3963	No. Please no. “: is over. confirmed dead, ”
3964	“: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of . ” well this is good
3965	ISIS flag supposedly put in window.
3966	not an Isis flag. Just an Islamic one. Stop spreading false rumors.
3967	Just read some Aussie news report so NOT spreading rumors. Grow up Nick.
3968	Interesting, because the Guardian says different.
3969	"The Shahada is not a ""group."" Basic googling skills help. Misinfo doesn't."
3970	Shahada on a black flag is a general Jihad flag that Al Qaeda/Al Nusra etc.. use.
3971	Sure. But to link to ISIS is factually inaccurate and irresponsible.
3972	What if it's Lone wolf? Immediately giving credit without fact checking favors them.
3973	Does it actually matter?
3974	Agreed, I have been pointing this out btw
3975	no.
3976	not Isis, another group
3977	“: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of . ” wonderful.
3978	“: Police taking people out of grocery where hostages were being held. ”
3979	Thank G-d! RT : Police taking people out of grocery where hostages were being held.
3980	people reported dead of six hostages. Sounding worse . Thnx for updates &amp; links.
3981	the brother Kouachi are dead
3982	“: Police taking people out of grocery where hostages were being held. ” watching the news.
3983	“: Police taking people out of grocery where hostages were being held. ”
3984	“: Police taking people out of grocery where hostages were being held. ”
3985	“: Police taking people out of grocery where hostages were being held. ” Prayers
3986	More workplace violence right, CNN?
3987	"Why do the ""terrorists"" look ?"
3988	The are reported dead.
3989	“: Police taking people out of grocery where hostages were being held. ”
3990	
3991	Thank goodness! Is it possible for this to end with no more innocent lives lost?
3992	fingers crossed
3993	hopefully the terrorist died a horrible painful tragic death. There is no pride or respect for martyrdom.
3994	
3995	“: Police taking people out of grocery where hostages were being held.
3996	
3997	
3998	So sad. Too close to home. He's in God's hands now.
3999	RIP
4000	Condolences to Cpl.'s family/friends “: BREAKING: deceased soldier in Ottawa is Cpl. Nathan Cirillo...member of the Hamilton Argylls”
4001	Rest in peace soldier.
4002	very sad news. RIP
4003	I teared up when I heard. RIP Cpl Cirillo.
4004	this is heartbreaking.
4005	Rip
4006	R IP NATHAN !
4007	Isn't it too late a NEWS...
4008	Just for the sake of good journalism, which one is it?
4009	fullstop for all Non
4010	He is human. That's what matters most. No one is asking of religion. Life is life.
4011	blast this..
4012	how does printing this picture of a murder help?
4013	Islam never Support Terrorist &amp; I'M Proud to be an Islam
4014	I remember in high school when we learned about Islam there was an emphasis on peace
4015	
4016	I thought you'd been an honourable exception not using that photo on your front page. I wish you'd use your freedom more wisely
4017	absolutely disgusting! Using someone's absolutely terrifying murder for own gain. What about their family?
4018	I don't need to see that photo to know what happened was. You could publish this instead
4019	exactly!
